Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Application_Date,Loan_Status
L6189,C1471,Home Loan,4618362,7.97,240,2025-03-24,Default
L6190,C1743,Personal Loan,395252,16.37,180,2025-02-21,Rejected
L6191,C1246,Education Loan,149892,12.56,12,2025-10-10,Approved
L6192,C1381,Education Loan,281593,17.13,120,2024-03-17,Pending
L6193,C1990,Auto Loan,1077933,17.14,120,2026-06-14,Rejected
L6194,C1238,Business Loan,3136432,6.79,180,2025-07-02,Rejected
L6195,C1926,Education Loan,445535,11.09,60,2026-03-08,Pending
L6196,C1366,Business Loan,2677216,12.82,240,2025-02-28,Approved
L6197,C1167,Home Loan,4201944,14.64,240,2025-03-04,Rejected
L6198,C1559,Education Loan,1120961,9.93,180,2025-04-29,Approved
L6199,C1050,Business Loan,2165993,9.53,84,2026-03-25,Approved
L6200,C1810,Auto Loan,1407935,11.08,84,2024-05-14,Pending
L6201,C1609,Personal Loan,175702,12.51,12,2025-10-15,Approved
L6202,C1950,Home Loan,5067831,17.91,84,2024-09-10,Rejected
L6203,C1727,Auto Loan,1395087,15.65,48,2025-07-13,Pending
L6204,C1688,Personal Loan,799980,11.65,48,2024-09-11,Default
L6205,C1379,Business Loan,1128667,7.15,24,2025-10-07,Pending
L6206,C1473,Personal Loan,733019,8.52,48,2026-03-12,Approved
L6207,C1079,Personal Loan,337120,11.97,60,2025-12-20,Approved
L6208,C1696,Business Loan,3681039,16.27,60,2025-05-13,Approved
L6209,C1366,Home Loan,3766227,11.07,60,2025-09-04,Approved
L6210,C1460,Personal Loan,773225,12.96,48,2025-04-28,Approved
L6211,C1910,Auto Loan,1618351,17.2,12,2024-02-15,Approved
L6212,C1538,Auto Loan,923666,17.47,180,2025-03-18,Rejected
L6213,C1451,Personal Loan,630985,9.09,36,2025-08-04,Default
L6214,C1463,Business Loan,894670,7.02,24,2025-10-09,Rejected
L6215,C1959,Home Loan,1603083,10.16,240,2026-03-02,Rejected
L6216,C1477,Auto Loan,380116,14.85,120,2025-08-01,Approved
L6217,C1925,Home Loan,5008937,17.91,240,2024-01-04,Approved
L6218,C1419,Auto Loan,279164,7.42,24,2026-01-05,Approved
L6219,C1706,Personal Loan,503116,6.84,240,2024-01-01,Rejected
L6220,C1213,Personal Loan,173425,17.11,240,2024-10-16,Approved
L6221,C1368,Home Loan,5768812,15.48,240,2024-04-18,Rejected
L6222,C1853,Education Loan,395182,18.41,48,2026-02-15,Approved
L6223,C1113,Personal Loan,230160,11.26,36,2025-07-28,Approved
L6224,C1753,Auto Loan,1452825,11.49,84,2025-04-04,Approved
L6225,C1502,Education Loan,305538,8.57,36,2024-09-22,Approved
L6226,C1635,Personal Loan,515432,7.89,240,2024-05-17,Approved
L6227,C1816,Personal Loan,772153,13.44,36,2025-03-09,Rejected
L6228,C1587,Personal Loan,517002,10.87,24,2024-02-13,Rejected
L6229,C1310,Auto Loan,1548858,7.46,180,2026-06-04,Approved
L6230,C1468,Personal Loan,251466,17.14,84,2025-05-24,Pending
L6231,C1823,Home Loan,3369395,8.88,180,2024-09-18,Approved
L6232,C1707,Auto Loan,1732622,15.48,120,2025-12-28,Default
L6233,C1862,Auto Loan,1435799,9.89,36,2025-09-24,Approved
L6234,C1043,Personal Loan,685462,16.25,180,2024-05-31,Rejected
L6235,C1414,Home Loan,1111416,7.92,12,2024-07-31,Approved
L6236,C1697,Education Loan,237980,15.57,12,2024-08-21,Approved
L6237,C1854,Business Loan,2801212,7.68,180,2026-05-12,Approved
L6238,C1245,Business Loan,3235039,11.86,240,2025-09-14,Approved
L6239,C1948,Auto Loan,1220669,15.31,84,2024-12-26,Approved
L6240,C1083,Home Loan,5724191,8.58,60,2024-11-15,Approved
L6241,C1206,Personal Loan,389252,9.93,24,2024-08-09,Default
L6242,C1150,Personal Loan,486282,16.88,240,2026-01-07,Pending
L6243,C1667,Personal Loan,276301,17.12,84,2024-07-28,Rejected
L6244,C1527,Auto Loan,1157508,7.04,180,2025-01-30,Rejected
L6245,C1164,Personal Loan,395173,8.52,240,2025-08-05,Default
L6246,C1916,Personal Loan,351841,7.91,240,2025-05-03,Approved
L6247,C1974,Business Loan,2152642,8.66,180,2026-05-21,Approved
L6248,C1144,Personal Loan,461249,18.14,180,2025-08-23,Pending
L6249,C1036,Personal Loan,105063,13.12,36,2026-02-12,Rejected
L6250,C1332,Personal Loan,593628,12.12,36,2026-05-27,Approved
L6251,C1402,Auto Loan,787069,18.31,24,2025-04-08,Approved
L6252,C1413,Auto Loan,1259214,13.18,12,2025-11-30,Approved
L6253,C1044,Home Loan,3115138,14.43,48,2025-09-15,Default
L6254,C1401,Home Loan,5215972,10.49,24,2025-03-27,Approved
L6255,C1205,Education Loan,394786,11.09,24,2025-02-16,Default
L6256,C1061,Education Loan,615518,13.63,60,2026-01-20,Pending
L6257,C1419,Business Loan,849666,7.34,48,2025-04-20,Rejected
L6258,C1867,Education Loan,405019,9.57,12,2024-09-12,Approved
L6259,C1467,Auto Loan,1366747,8.86,240,2024-05-29,Approved
L6260,C1819,Personal Loan,412205,6.69,48,2024-05-06,Approved
L6261,C1018,Personal Loan,789089,12.94,60,2025-01-26,Approved
L6262,C1364,Personal Loan,638665,13.23,120,2026-04-10,Rejected
L6263,C1299,Auto Loan,984627,11.11,24,2025-04-24,Approved
L6264,C1006,Education Loan,678979,9.72,180,2025-01-31,Approved
L6265,C1760,Home Loan,3935392,14.32,24,2025-02-05,Approved
L6266,C1427,Personal Loan,507519,8.12,60,2024-09-30,Default
L6267,C1116,Home Loan,4988432,12.72,24,2026-04-24,Approved
L6268,C1579,Business Loan,2708359,15.72,24,2024-05-18,Pending
L6269,C1506,Auto Loan,816070,8.47,48,2024-04-12,Approved
L6270,C1545,Education Loan,178343,15.54,48,2024-08-29,Approved
L6271,C1705,Education Loan,445215,15.63,180,2024-04-26,Approved
L6272,C1324,Business Loan,1222996,7.22,84,2024-08-01,Approved
L6273,C1054,Education Loan,745687,6.73,180,2025-04-28,Rejected
L6274,C1777,Education Loan,655645,18.19,120,2025-06-12,Approved
L6275,C1991,Personal Loan,515054,8.82,48,2025-11-21,Approved
L6276,C1041,Personal Loan,491913,16.37,24,2024-08-11,Rejected
L6277,C1296,Home Loan,5588875,13.24,240,2024-09-26,Rejected
L6278,C1972,Personal Loan,109567,9.67,24,2026-04-04,Rejected
L6279,C1230,Business Loan,2706302,8.06,12,2026-05-10,Approved
L6280,C1452,Personal Loan,287778,12.46,180,2024-05-13,Approved
L6281,C1889,Business Loan,1490334,11.39,240,2024-04-23,Default
L6282,C1393,Home Loan,4900681,14.89,12,2025-03-16,Pending
L6283,C1521,Personal Loan,635894,17.35,120,2025-10-05,Default
L6284,C1357,Business Loan,1629611,16.16,24,2025-10-12,Approved
L6285,C1986,Home Loan,1516079,9.79,84,2024-12-30,Rejected
L6286,C1443,Home Loan,3887686,17.05,60,2024-08-19,Approved
L6287,C1127,Personal Loan,299465,16.5,12,2025-04-02,Approved
L6288,C1690,Auto Loan,424589,17.65,24,2025-01-09,Pending
L6289,C1404,Personal Loan,588314,12.0,24,2025-08-26,Rejected
L6290,C1391,Auto Loan,1531142,15.72,84,2026-02-17,Approved
L6291,C1192,Auto Loan,495625,13.6,12,2025-09-02,Approved
L6292,C1603,Auto Loan,833672,10.23,48,2024-07-25,Pending
L6293,C1880,Education Loan,158031,18.43,60,2025-06-03,Approved
L6294,C1742,Home Loan,2718135,6.96,24,2025-04-12,Approved
L6295,C1077,Personal Loan,404398,8.45,24,2026-05-31,Approved
L6296,C1084,Business Loan,2381552,17.21,120,2025-03-18,Approved
L6297,C1029,Personal Loan,642520,7.23,120,2024-11-16,Pending
L6298,C1724,Home Loan,5336672,17.14,84,2024-04-02,Approved
L6299,C1048,Home Loan,5755095,15.08,12,2025-02-11,Approved
L6300,C1776,Business Loan,2164968,6.94,36,2024-06-06,Default
L6301,C1144,Home Loan,2984847,11.65,240,2026-05-21,Approved
L6302,C1068,Home Loan,1978642,15.55,12,2024-04-08,Approved
L6303,C1057,Auto Loan,1387558,13.5,24,2024-08-12,Rejected
L6304,C1696,Auto Loan,1513413,17.73,180,2026-05-01,Approved
L6305,C1573,Personal Loan,689601,16.91,120,2025-03-16,Approved
L6306,C1478,Home Loan,3441532,10.49,240,2025-12-20,Rejected
L6307,C1819,Education Loan,390699,7.52,48,2025-08-07,Pending
L6308,C1444,Business Loan,2993374,17.83,48,2025-02-04,Rejected
L6309,C1295,Auto Loan,1063689,12.71,120,2025-07-24,Default
L6310,C1677,Home Loan,3392859,7.39,12,2026-03-09,Rejected
L6311,C1170,Personal Loan,205223,16.3,240,2024-03-04,Rejected
L6312,C1574,Business Loan,1872900,16.92,24,2026-02-06,Pending
L6313,C1146,Education Loan,663339,14.17,12,2025-07-13,Approved
L6314,C1483,Personal Loan,541513,11.87,120,2024-10-05,Approved
L6315,C1305,Personal Loan,130738,14.45,84,2025-12-10,Rejected
L6316,C1672,Auto Loan,535740,14.98,36,2025-10-31,Approved
L6317,C1652,Personal Loan,634359,17.22,12,2026-04-02,Approved
L6318,C1845,Personal Loan,180613,17.97,60,2025-06-02,Approved
L6319,C1608,Personal Loan,123601,12.67,48,2024-09-04,Approved
L6320,C1445,Personal Loan,79873,16.08,60,2025-01-02,Approved
L6321,C1220,Home Loan,2540584,18.07,12,2026-01-13,Pending
L6322,C1554,Education Loan,912902,8.31,12,2025-09-09,Default
L6323,C1944,Personal Loan,770489,6.72,60,2024-04-07,Rejected
L6324,C1803,Personal Loan,58328,16.93,84,2024-09-24,Pending
L6325,C1377,Personal Loan,187405,8.84,60,2024-02-29,Approved
L6326,C1619,Home Loan,921173,7.01,24,2025-05-14,Approved
L6327,C1265,Personal Loan,96638,8.42,240,2024-11-03,Approved
L6328,C1094,Home Loan,1962496,11.11,60,2025-05-07,Approved
L6329,C1261,Auto Loan,610261,9.13,60,2025-02-14,Approved
L6330,C1824,Personal Loan,746101,10.16,240,2024-05-19,Approved
L6331,C1896,Personal Loan,485986,18.2,36,2024-11-23,Rejected
L6332,C1070,Personal Loan,57887,14.95,60,2025-04-08,Approved
L6333,C1953,Home Loan,2864798,15.05,60,2025-12-02,Default
L6334,C1218,Business Loan,3150418,7.64,24,2025-09-28,Approved
L6335,C1532,Personal Loan,74918,15.29,48,2024-06-11,Approved
L6336,C1091,Business Loan,1121929,15.37,24,2024-02-29,Approved
L6337,C1126,Personal Loan,405706,14.42,60,2024-01-31,Rejected
L6338,C1079,Business Loan,1016369,9.24,24,2024-11-28,Approved
L6339,C1823,Home Loan,4572217,11.58,240,2024-03-16,Approved
L6340,C1237,Auto Loan,720337,16.66,84,2026-01-24,Approved
L6341,C1982,Home Loan,2827842,14.54,180,2024-11-12,Default
L6342,C1371,Home Loan,1534459,15.29,240,2026-02-08,Approved
L6343,C1915,Business Loan,3824438,13.55,180,2025-02-20,Pending
L6344,C1485,Education Loan,390690,11.9,60,2024-07-08,Pending
L6345,C1693,Home Loan,3106648,15.61,60,2025-05-03,Approved
L6346,C1024,Personal Loan,742698,7.32,84,2026-06-07,Rejected
L6347,C1155,Personal Loan,477499,14.58,12,2024-11-10,Approved
L6348,C1516,Education Loan,706782,18.47,180,2024-10-22,Approved
L6349,C1631,Home Loan,4417114,15.86,24,2025-05-15,Rejected
L6350,C1788,Home Loan,1108710,9.99,84,2024-06-25,Rejected
L6351,C1529,Auto Loan,547608,9.83,240,2026-03-10,Approved
L6352,C1942,Business Loan,1476855,14.51,36,2026-03-16,Pending
L6353,C1709,Auto Loan,281991,17.25,24,2026-05-09,Rejected
L6354,C1056,Education Loan,454824,13.44,60,2025-12-19,Default
L6355,C1604,Education Loan,355069,12.83,240,2024-08-02,Approved
L6356,C1018,Home Loan,5480018,8.42,84,2026-05-05,Default
L6357,C1383,Personal Loan,733444,15.09,180,2025-10-14,Approved
L6358,C1864,Education Loan,776503,14.93,180,2025-08-19,Approved
L6359,C1192,Home Loan,4037355,18.1,120,2025-11-24,Rejected
L6360,C1236,Business Loan,422772,10.1,60,2024-11-27,Rejected
L6361,C1386,Personal Loan,279415,15.58,24,2024-05-07,Approved
L6362,C1425,Personal Loan,715582,11.71,60,2024-09-25,Approved
L6363,C1276,Business Loan,1277469,13.2,120,2025-07-04,Approved
L6364,C1226,Auto Loan,1761853,16.3,120,2025-06-18,Rejected
L6365,C1744,Home Loan,2107589,9.16,24,2026-01-23,Approved
L6366,C1551,Education Loan,1164692,10.61,120,2024-12-31,Approved
L6367,C1322,Auto Loan,906412,15.78,84,2025-09-10,Approved
L6368,C1152,Home Loan,3601329,13.35,120,2024-12-13,Default
L6369,C1638,Personal Loan,283982,7.61,180,2024-05-21,Approved
L6370,C1236,Education Loan,305383,11.66,48,2024-05-24,Rejected
L6371,C1997,Business Loan,591799,13.54,12,2026-03-02,Default
L6372,C1054,Personal Loan,238874,17.41,180,2024-09-01,Approved
L6373,C1979,Business Loan,1920496,8.76,180,2025-03-17,Approved
L6374,C1435,Business Loan,3328849,16.17,36,2025-12-03,Approved
L6375,C1683,Home Loan,3108436,8.07,36,2024-10-16,Rejected
L6376,C1108,Auto Loan,636441,9.41,60,2025-11-21,Approved
L6377,C1865,Home Loan,1273818,9.42,36,2024-04-21,Approved
L6378,C1980,Personal Loan,331039,17.03,60,2024-08-01,Approved
L6379,C1183,Auto Loan,1138713,8.89,180,2025-10-11,Approved
L6380,C1950,Business Loan,1584468,15.94,12,2026-06-04,Approved
L6381,C1367,Auto Loan,442718,12.04,24,2024-07-18,Default
L6382,C1982,Home Loan,1517167,18.49,24,2025-02-08,Approved
L6383,C1197,Personal Loan,597374,16.57,48,2025-02-24,Default
L6384,C1370,Personal Loan,135637,15.38,240,2024-01-07,Default
L6385,C1372,Home Loan,4628295,16.95,24,2026-05-07,Approved
L6386,C1972,Personal Loan,419478,14.11,240,2025-06-08,Approved
L6387,C1496,Auto Loan,787371,16.62,120,2025-08-14,Rejected
L6388,C1598,Home Loan,4040756,9.63,180,2024-10-12,Pending
L6389,C1200,Education Loan,762643,7.67,12,2025-11-01,Approved
L6390,C1848,Personal Loan,668312,13.89,60,2025-01-23,Default
L6391,C1508,Auto Loan,462399,11.72,240,2025-02-19,Approved
L6392,C1321,Home Loan,4460880,11.62,48,2026-02-22,Approved
L6393,C1274,Personal Loan,257627,12.82,24,2025-12-13,Rejected
L6394,C1210,Personal Loan,589775,10.84,84,2024-05-29,Approved
L6395,C1503,Personal Loan,550549,14.01,24,2025-03-03,Approved
L6396,C1902,Business Loan,1892210,6.87,36,2026-03-18,Approved
L6397,C1117,Personal Loan,320888,18.14,180,2024-10-19,Approved
L6398,C1702,Auto Loan,617972,17.6,36,2024-11-29,Rejected
L6399,C1553,Business Loan,3507324,17.72,24,2024-09-28,Pending
L6400,C1041,Education Loan,941464,10.88,84,2024-02-12,Pending
L6401,C1314,Personal Loan,227175,12.88,36,2025-04-12,Rejected
L6402,C1787,Business Loan,3598776,17.95,12,2024-11-14,Approved
L6403,C1328,Personal Loan,443807,17.33,36,2025-05-06,Approved
L6404,C1016,Home Loan,1854853,15.98,84,2025-06-10,Approved
L6405,C1282,Business Loan,1148292,11.39,36,2026-01-29,Approved
L6406,C1942,Auto Loan,333332,13.27,240,2024-06-20,Approved
L6407,C1257,Home Loan,4186243,16.01,120,2025-12-30,Pending
L6408,C1574,Personal Loan,771243,9.78,60,2025-10-10,Pending
L6409,C1573,Home Loan,1086885,14.02,24,2024-11-16,Approved
L6410,C1611,Home Loan,5376168,16.44,240,2026-01-08,Rejected
L6411,C1018,Personal Loan,349355,14.99,60,2024-02-13,Approved
L6412,C1528,Business Loan,3161904,12.25,120,2025-06-15,Approved
L6413,C1836,Business Loan,1082733,13.52,240,2025-09-22,Rejected
L6414,C1422,Business Loan,2831910,18.36,48,2025-03-29,Approved
L6415,C1465,Home Loan,2335410,13.72,240,2026-01-15,Approved
L6416,C1372,Auto Loan,549760,15.93,12,2026-05-29,Pending
L6417,C1757,Business Loan,2330812,15.22,84,2026-06-09,Rejected
L6418,C1762,Business Loan,2491667,14.92,24,2026-04-27,Pending
L6419,C1966,Home Loan,2539549,15.1,180,2026-05-17,Pending
L6420,C1080,Personal Loan,238088,11.95,60,2026-02-12,Default
L6421,C1550,Personal Loan,634398,12.19,36,2024-03-23,Approved
L6422,C1547,Auto Loan,419601,12.11,24,2025-06-26,Approved
L6423,C1423,Auto Loan,933282,6.9,180,2024-11-17,Approved
L6424,C1428,Business Loan,596177,9.39,120,2026-02-24,Approved
L6425,C1387,Personal Loan,310705,8.35,240,2024-08-21,Approved
L6426,C1997,Personal Loan,505209,17.14,180,2025-06-23,Rejected
L6427,C1920,Home Loan,812938,9.8,48,2024-09-08,Approved
L6428,C1708,Home Loan,1979418,8.16,24,2026-04-15,Approved
L6429,C1669,Personal Loan,314418,7.94,24,2026-02-03,Pending
L6430,C1203,Auto Loan,625031,14.9,24,2025-03-24,Approved
L6431,C1195,Home Loan,4414962,6.57,84,2024-08-26,Approved
L6432,C1727,Auto Loan,1398609,12.16,120,2025-05-04,Rejected
L6433,C1284,Home Loan,4045100,7.93,84,2026-05-31,Rejected
L6434,C1968,Personal Loan,326850,16.7,24,2025-04-08,Approved
L6435,C1195,Home Loan,1985622,18.0,48,2024-11-09,Approved
L6436,C1306,Business Loan,2735760,18.01,36,2024-06-23,Approved
L6437,C1663,Personal Loan,595501,11.8,48,2025-12-06,Approved
L6438,C1013,Education Loan,1104735,14.23,60,2024-06-28,Approved
L6439,C1836,Home Loan,2812236,13.7,120,2025-01-19,Rejected
L6440,C1145,Business Loan,1673464,10.7,240,2024-10-21,Approved
L6441,C1937,Education Loan,773131,11.83,24,2024-08-02,Approved
L6442,C1056,Personal Loan,513026,7.27,180,2025-12-15,Approved
L6443,C1722,Auto Loan,1021485,16.05,36,2026-01-31,Default
L6444,C1779,Personal Loan,298966,9.39,240,2026-05-23,Default
L6445,C1209,Business Loan,745292,12.03,48,2026-02-07,Approved
L6446,C1528,Home Loan,4265495,12.27,36,2024-03-15,Approved
L6447,C1797,Home Loan,1878290,13.23,84,2024-12-09,Approved
L6448,C1343,Auto Loan,889746,16.31,240,2025-12-14,Approved
L6449,C1714,Education Loan,417192,14.8,120,2024-05-21,Approved
L6450,C1610,Personal Loan,405439,14.46,48,2025-12-18,Approved
L6451,C1278,Auto Loan,212026,12.82,36,2024-07-17,Approved
L6452,C1208,Home Loan,2481063,7.65,48,2024-06-19,Approved
L6453,C1640,Home Loan,3780858,11.32,36,2025-02-09,Approved
L6454,C1334,Auto Loan,488988,17.99,36,2026-04-07,Approved
L6455,C1287,Home Loan,4886679,18.45,240,2024-08-15,Approved
L6456,C1251,Personal Loan,402559,15.27,48,2025-02-14,Approved
L6457,C1264,Business Loan,3654302,9.23,240,2026-06-16,Rejected
L6458,C1270,Personal Loan,264340,7.72,60,2025-11-21,Rejected
L6459,C1923,Auto Loan,254708,11.48,120,2026-05-27,Approved
L6460,C1919,Personal Loan,507141,16.78,60,2026-02-25,Approved
L6461,C1699,Personal Loan,645113,15.16,12,2024-03-02,Approved
L6462,C1418,Personal Loan,625862,17.11,24,2024-11-22,Approved
L6463,C1725,Auto Loan,1596268,13.89,60,2025-12-16,Rejected
L6464,C1794,Auto Loan,612028,8.06,84,2026-05-28,Approved
L6465,C1210,Personal Loan,282409,7.88,120,2024-05-12,Rejected
L6466,C1364,Personal Loan,760669,7.08,24,2025-08-06,Rejected
L6467,C1075,Business Loan,1937094,13.3,240,2025-08-12,Pending
L6468,C1659,Personal Loan,304451,9.41,84,2024-07-07,Default
L6469,C1320,Business Loan,1127013,15.31,24,2024-12-21,Approved
L6470,C1724,Personal Loan,297174,14.73,24,2024-03-11,Default
L6471,C1432,Education Loan,539844,10.32,36,2024-09-19,Rejected
L6472,C1108,Personal Loan,269700,8.62,12,2024-11-01,Rejected
L6473,C1640,Business Loan,587249,7.73,240,2025-07-11,Approved
L6474,C1521,Auto Loan,714539,15.35,48,2024-08-11,Pending
L6475,C1046,Home Loan,5325605,11.91,60,2024-11-23,Approved
L6476,C1378,Personal Loan,475658,10.38,120,2026-01-31,Pending
L6477,C1826,Education Loan,1143840,16.78,12,2025-08-10,Approved
L6478,C1095,Auto Loan,1597955,13.62,36,2024-03-14,Rejected
L6479,C1957,Personal Loan,314491,12.72,36,2025-05-25,Approved
L6480,C1102,Personal Loan,198182,15.42,24,2024-05-21,Approved
L6481,C1891,Education Loan,293242,16.29,180,2025-08-07,Approved
L6482,C1853,Personal Loan,757161,14.73,60,2024-04-11,Approved
L6483,C1145,Auto Loan,655987,11.78,12,2025-08-28,Approved
L6484,C1879,Home Loan,5119230,11.05,24,2025-08-03,Approved
L6485,C1941,Business Loan,381147,15.76,12,2024-03-05,Rejected
L6486,C1927,Business Loan,3756007,12.71,84,2024-07-11,Pending
L6487,C1026,Business Loan,1892063,14.95,240,2024-03-02,Rejected
L6488,C1731,Personal Loan,233208,17.18,120,2025-06-15,Approved
L6489,C1529,Business Loan,2227298,17.49,60,2024-08-28,Approved
L6490,C1678,Personal Loan,479791,9.83,36,2025-12-15,Approved
L6491,C1944,Auto Loan,420868,8.75,180,2025-02-13,Pending
L6492,C1988,Home Loan,3017939,9.64,48,2024-10-26,Pending
L6493,C1081,Personal Loan,164427,15.52,240,2024-07-13,Approved
L6494,C1427,Business Loan,2545215,10.94,60,2025-03-29,Approved
L6495,C1583,Personal Loan,727913,8.58,84,2025-07-27,Pending
L6496,C1821,Auto Loan,1469358,7.68,60,2025-09-10,Pending
L6497,C1478,Education Loan,711781,10.43,120,2025-09-28,Pending
L6498,C1765,Education Loan,588633,8.13,120,2024-10-27,Pending
L6499,C1161,Personal Loan,175607,8.38,12,2026-02-17,Approved
L6500,C1838,Home Loan,3832954,14.71,24,2025-03-31,Approved
L6501,C1931,Education Loan,179876,6.74,120,2024-07-20,Approved
L6502,C1401,Personal Loan,542108,7.91,180,2025-11-04,Approved
L6503,C1507,Home Loan,967071,16.63,48,2026-05-05,Approved
L6504,C1037,Personal Loan,777247,16.64,84,2024-10-28,Approved
L6505,C1954,Home Loan,5450188,10.45,36,2025-09-15,Approved
L6506,C1510,Business Loan,3908318,7.56,120,2024-12-02,Approved
L6507,C1392,Home Loan,3465880,14.96,36,2024-02-01,Approved
L6508,C1712,Auto Loan,755943,10.82,120,2024-04-07,Approved
L6509,C1493,Home Loan,5561631,7.05,180,2026-01-28,Approved
L6510,C1199,Home Loan,3214551,8.39,36,2026-02-11,Pending
L6511,C1254,Personal Loan,122219,8.15,24,2024-07-09,Pending
L6512,C1178,Personal Loan,760349,13.57,84,2025-06-24,Approved
L6513,C1546,Home Loan,2646252,17.28,48,2024-02-17,Approved
L6514,C1593,Auto Loan,1569315,16.02,180,2024-09-06,Approved
L6515,C1388,Home Loan,3592063,13.06,24,2024-08-13,Rejected
L6516,C1397,Personal Loan,768590,11.57,48,2024-09-28,Approved
L6517,C1731,Home Loan,1166042,13.92,24,2025-10-26,Approved
L6518,C1157,Personal Loan,340515,11.83,24,2025-04-29,Pending
L6519,C1003,Business Loan,3908302,9.45,24,2024-11-23,Approved
L6520,C1166,Home Loan,3064381,14.65,12,2026-03-07,Approved
L6521,C1467,Personal Loan,55914,16.98,48,2024-06-28,Approved
L6522,C1959,Personal Loan,264772,10.97,24,2026-03-24,Approved
L6523,C1408,Business Loan,1637900,16.6,240,2025-10-26,Approved
L6524,C1411,Personal Loan,277561,11.67,240,2026-01-15,Pending
L6525,C1203,Education Loan,719501,11.32,120,2024-01-23,Approved
L6526,C1193,Personal Loan,470576,6.84,84,2025-08-28,Rejected
L6527,C1234,Business Loan,2959245,14.84,36,2025-01-04,Approved
L6528,C1717,Business Loan,2803821,16.19,120,2024-09-01,Approved
L6529,C1149,Auto Loan,1375175,14.46,12,2026-03-12,Approved
L6530,C1158,Personal Loan,728063,8.32,240,2024-06-08,Approved
L6531,C1278,Personal Loan,240093,7.74,48,2025-01-07,Approved
L6532,C1815,Home Loan,2991951,13.37,84,2024-10-11,Approved
L6533,C1403,Home Loan,5616977,11.32,84,2025-06-04,Pending
L6534,C1892,Personal Loan,138919,11.65,36,2025-03-25,Approved
L6535,C1677,Personal Loan,655750,18.11,48,2025-11-27,Approved
L6536,C1310,Auto Loan,379340,15.19,36,2026-03-17,Approved
L6537,C1067,Home Loan,5036343,11.44,84,2025-10-08,Approved
L6538,C1462,Personal Loan,97800,6.73,12,2025-09-13,Approved
L6539,C1087,Personal Loan,352905,6.91,180,2025-08-03,Approved
L6540,C1216,Business Loan,918914,14.72,180,2024-05-15,Approved
L6541,C1000,Home Loan,3596175,16.55,240,2024-04-05,Approved
L6542,C1134,Education Loan,1057916,14.99,84,2024-04-28,Rejected
L6543,C1696,Home Loan,1041324,11.37,12,2025-01-08,Approved
L6544,C1350,Personal Loan,559662,6.87,36,2024-09-30,Approved
L6545,C1139,Personal Loan,478583,18.11,12,2026-05-19,Rejected
L6546,C1617,Personal Loan,563520,18.34,60,2026-05-27,Default
L6547,C1132,Business Loan,2271893,13.09,36,2026-04-29,Rejected
L6548,C1619,Auto Loan,1570614,7.35,24,2024-06-25,Approved
L6549,C1177,Personal Loan,283229,12.99,36,2026-05-22,Rejected
L6550,C1809,Business Loan,2391706,17.21,240,2026-01-18,Approved
L6551,C1357,Personal Loan,111748,14.66,180,2026-02-22,Approved
L6552,C1379,Business Loan,1389766,15.14,36,2024-10-03,Pending
L6553,C1907,Business Loan,1388894,7.52,24,2024-05-17,Approved
L6554,C1870,Personal Loan,742378,7.78,60,2026-05-23,Default
L6555,C1657,Personal Loan,174078,8.03,12,2024-05-11,Rejected
L6556,C1449,Home Loan,839759,17.35,48,2024-02-13,Rejected
L6557,C1585,Auto Loan,1002930,12.81,180,2024-05-02,Rejected
L6558,C1462,Home Loan,5373483,16.0,12,2024-05-15,Approved
L6559,C1989,Business Loan,3250161,7.88,60,2025-01-01,Approved
L6560,C1107,Auto Loan,567375,17.63,48,2025-01-07,Pending
L6561,C1121,Personal Loan,735459,16.35,84,2024-05-05,Rejected
L6562,C1016,Personal Loan,483855,9.2,120,2025-03-14,Pending
L6563,C1195,Auto Loan,1091111,16.99,240,2026-02-25,Pending
L6564,C1326,Personal Loan,335626,9.66,12,2025-07-29,Default
L6565,C1317,Education Loan,1128825,8.96,48,2026-03-18,Rejected
L6566,C1808,Personal Loan,530533,9.67,84,2026-01-13,Approved
L6567,C1478,Personal Loan,445252,17.42,120,2024-02-20,Approved
L6568,C1251,Personal Loan,610102,17.49,120,2024-05-16,Rejected
L6569,C1502,Auto Loan,915054,10.45,180,2024-06-06,Approved
L6570,C1998,Personal Loan,460140,14.97,180,2024-02-25,Approved
L6571,C1118,Education Loan,491637,14.61,180,2025-08-15,Approved
L6572,C1673,Home Loan,5243131,16.18,180,2026-01-13,Pending
L6573,C1709,Education Loan,345256,10.06,180,2025-03-03,Pending
L6574,C1497,Auto Loan,544087,12.62,84,2025-03-18,Rejected
L6575,C1485,Personal Loan,71518,14.51,240,2024-11-21,Approved
L6576,C1044,Education Loan,510275,6.82,36,2025-10-01,Rejected
L6577,C1313,Personal Loan,597340,11.02,84,2025-09-29,Approved
L6578,C1178,Home Loan,2629210,14.85,60,2026-04-08,Approved
L6579,C1893,Personal Loan,644091,9.53,180,2024-03-20,Approved
L6580,C1417,Education Loan,171524,17.99,48,2025-04-18,Approved
L6581,C1555,Business Loan,3146022,6.86,48,2025-01-11,Approved
L6582,C1782,Auto Loan,1767431,18.0,60,2026-05-18,Rejected
L6583,C1077,Home Loan,1676004,9.1,84,2024-11-28,Approved
L6584,C1325,Education Loan,691309,7.09,48,2024-06-23,Default
L6585,C1689,Personal Loan,785609,10.01,24,2025-10-18,Approved
